Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather
34:41.0,30/12/2019,14:34:41,[1],89,"['Clouds', 803, 296.45, 88]"
34:50.2,30/12/2019,14:34:50,[1],14,"['Clouds', 803, 296.27, 88]"
34:58.9,30/12/2019,14:34:59,[0],51,"['Clouds', 803, 296.45, 88]"
35:06.7,30/12/2019,14:35:07,[1],83,"['Clouds', 803, 296.45, 88]"
35:14.9,30/12/2019,14:35:15,[0],76,"['Clouds', 803, 296.27, 88]"
36:18.0,30/12/2019,14:36:18,[1],52,"['Clouds', 803, 296.45, 88]"
36:31.9,30/12/2019,14:36:32,[1],38,"['Clouds', 803, 296.45, 88]"
36:57.3,30/12/2019,14:36:57,[0],91,"['Clouds', 803, 296.45, 88]"
37:05.8,30/12/2019,14:37:06,[1],64,"['Clouds', 803, 296.45, 88]"
37:13.9,30/12/2019,14:37:14,[0],68,"['Clouds', 803, 296.45, 88]"
38:10.9,30/12/2019,14:38:11,[1],86,"['Clouds', 803, 296.45, 88]"
38:19.2,30/12/2019,14:38:19,[1],56,"['Clouds', 803, 296.27, 88]"
38:27.8,30/12/2019,14:38:28,[1],51,"['Clouds', 803, 296.45, 88]"
39:00.5,30/12/2019,14:39:01,[1],5,"['Clouds', 803, 296.45, 88]"
39:08.7,30/12/2019,14:39:09,[0],6,"['Clouds', 803, 296.26, 88]"
39:17.9,30/12/2019,14:39:18,[0],34,"['Clouds', 803, 296.45, 88]"
39:29.8,30/12/2019,14:39:30,[0],45,"['Clouds', 803, 296.45, 88]"
39:38.2,30/12/2019,14:39:38,[0],1,"['Clouds', 803, 296.45, 88]"
40:04.6,30/12/2019,14:40:05,[0],67,"['Clouds', 803, 296.27, 88]"
40:12.6,30/12/2019,14:40:13,[1],20,"['Clouds', 803, 296.45, 88]"
40:20.7,30/12/2019,14:40:21,[0],34,"['Clouds', 803, 296.45, 88]"
40:32.4,30/12/2019,14:40:32,[1],26,"['Clouds', 803, 296.45, 88]"
40:50.5,30/12/2019,14:40:50,[1],66,"['Clouds', 803, 296.45, 88]"
40:59.1,30/12/2019,14:40:59,[0],74,"['Clouds', 803, 296.45, 88]"
41:08.4,30/12/2019,14:41:08,[1],63,"['Clouds', 803, 296.45, 88]"
41:17.5,30/12/2019,14:41:18,[1],89,"['Clouds', 803, 296.27, 88]"
41:29.0,30/12/2019,14:41:29,[1],58,"['Clouds', 803, 296.26, 88]"
41:41.6,30/12/2019,14:41:42,[1],78,"['Clouds', 803, 296.26, 88]"
42:08.5,30/12/2019,14:42:08,[1],34,"['Clouds', 803, 296.26, 88]"
42:18.1,30/12/2019,14:42:18,[1],50,"['Clouds', 803, 296.26, 88]"
42:35.8,30/12/2019,14:42:36,[0],60,"['Clouds', 803, 296.26, 88]"
42:46.7,30/12/2019,14:42:47,[0],38,"['Clouds', 803, 296.27, 88]"
43:07.1,30/12/2019,14:43:07,[0],74,"['Clouds', 803, 296.26, 88]"
43:18.0,30/12/2019,14:43:18,[1],64,"['Clouds', 803, 296.26, 88]"
43:27.2,30/12/2019,14:43:27,[1],6,"['Clouds', 803, 296.27, 88]"
43:37.6,30/12/2019,14:43:38,[1],9,"['Clouds', 803, 296.27, 88]"
43:48.0,30/12/2019,14:43:48,[1],100,"['Clouds', 803, 296.26, 88]"
43:55.8,30/12/2019,14:43:56,[1],38,"['Clouds', 803, 296.26, 88]"
44:03.9,30/12/2019,14:44:04,[1],19,"['Clouds', 803, 296.26, 88]"
44:18.0,30/12/2019,14:44:18,[1],36,"['Clouds', 803, 296.26, 88]"
44:30.0,30/12/2019,14:44:30,[0],35,"['Clouds', 803, 296.26, 88]"
44:38.1,30/12/2019,14:44:38,[1],24,"['Clouds', 803, 296.26, 88]"
45:03.7,30/12/2019,14:45:04,[0],93,"['Clouds', 803, 296.26, 88]"
45:11.7,30/12/2019,14:45:12,[1],61,"['Clouds', 803, 296.26, 88]"
45:19.5,30/12/2019,14:45:19,[0],57,"['Clouds', 803, 296.26, 88]"
45:27.6,30/12/2019,14:45:28,[1],71,"['Clouds', 803, 296.26, 88]"
45:35.6,30/12/2019,14:45:36,[1],44,"['Clouds', 803, 296.26, 88]"
45:44.6,30/12/2019,14:45:45,[0],25,"['Clouds', 803, 296.26, 88]"
45:51.5,30/12/2019,14:45:51,[1],56,"['Clouds', 803, 296.26, 88]"
46:17.9,30/12/2019,14:46:18,[0],95,"['Clouds', 803, 296.26, 88]"
46:43.2,30/12/2019,14:46:43,[0],34,"['Clouds', 803, 296.26, 88]"
46:51.4,30/12/2019,14:46:51,[0],58,"['Clouds', 803, 296.26, 88]"
46:59.7,30/12/2019,14:47:00,[0],19,"['Clouds', 803, 296.26, 88]"
47:10.2,30/12/2019,14:47:10,[1],2,"['Clouds', 803, 296.26, 88]"
47:18.3,30/12/2019,14:47:18,[1],85,"['Clouds', 803, 296.26, 88]"
48:18.0,30/12/2019,14:48:18,[1],66,"['Clouds', 803, 296.26, 88]"
48:36.5,30/12/2019,14:48:37,[0],35,"['Clouds', 803, 296.26, 88]"
48:45.4,30/12/2019,14:48:45,[0],23,"['Clouds', 803, 296.26, 88]"
50:05.8,30/12/2019,14:50:06,[1],4,"['Clouds', 803, 296.26, 88]"
50:13.8,30/12/2019,14:50:14,[0],96,"['Clouds', 803, 296.26, 88]"
51:04.5,30/12/2019,14:51:04,[0],34,"['Clouds', 803, 296.26, 88]"
51:34.5,30/12/2019,14:51:35,[1],7,"['Clouds', 803, 296.53, 83]"
51:43.2,30/12/2019,14:51:43,[1],40,"['Clouds', 803, 296.53, 83]"
52:18.0,30/12/2019,14:52:18,[1],79,"['Clouds', 803, 296.26, 88]"
53:54.8,30/12/2019,14:53:55,[1],88,"['Clouds', 803, 296.26, 88]"
54:06.6,30/12/2019,14:54:07,[0],97,"['Clouds', 803, 296.53, 83]"
54:18.1,30/12/2019,14:54:18,[1],55,"['Clouds', 803, 296.26, 88]"
55:04.2,30/12/2019,14:55:04,[0],40,"['Clouds', 803, 296.53, 83]"
55:12.6,30/12/2019,14:55:13,[0],51,"['Clouds', 803, 296.53, 83]"
56:18.1,30/12/2019,14:56:18,[0],87,"['Clouds', 803, 296.53, 83]"
57:58.7,30/12/2019,14:57:59,[0],32,"['Clouds', 803, 296.53, 83]"
58:08.2,30/12/2019,14:58:08,[1],7,"['Clouds', 803, 296.52, 83]"
58:18.2,30/12/2019,14:58:18,[1],35,"['Clouds', 803, 296.53, 83]"
59:07.1,30/12/2019,14:59:07,[1],98,"['Clouds', 803, 296.53, 83]"
59:15.6,30/12/2019,14:59:16,[0],12,"['Clouds', 803, 296.53, 83]"
00:05.3,30/12/2019,15:00:05,[1],17,"['Clouds', 803, 296.52, 83]"
00:13.3,30/12/2019,15:00:13,[1],21,"['Clouds', 803, 296.53, 83]"
01:07.1,30/12/2019,15:01:07,[1],60,"['Clouds', 803, 296.53, 83]"
01:18.1,30/12/2019,15:01:18,[1],61,"['Clouds', 803, 296.52, 83]"
02:43.0,30/12/2019,15:02:43,[1],5,"['Clouds', 803, 296.53, 83]"
02:52.0,30/12/2019,15:02:52,[1],97,"['Clouds', 803, 296.53, 83]"
03:05.4,30/12/2019,15:03:05,[1],97,"['Clouds', 803, 296.53, 83]"
03:18.1,30/12/2019,15:03:18,[1],48,"['Clouds', 803, 296.53, 83]"
03:28.8,30/12/2019,15:03:29,[1],37,"['Clouds', 803, 296.53, 83]"
03:37.7,30/12/2019,15:03:38,[1],54,"['Clouds', 803, 296.57, 83]"
04:06.1,30/12/2019,15:04:06,[0],5,"['Clouds', 803, 296.52, 83]"
04:14.2,30/12/2019,15:04:14,[1],62,"['Clouds', 803, 296.53, 83]"
05:05.9,30/12/2019,15:05:06,[0],81,"['Clouds', 803, 296.57, 83]"
05:13.8,30/12/2019,15:05:14,[1],26,"['Clouds', 803, 296.53, 83]"
05:21.9,30/12/2019,15:05:22,[1],35,"['Clouds', 803, 296.57, 83]"
05:30.0,30/12/2019,15:05:30,[1],57,"['Clouds', 803, 296.52, 83]"
05:37.8,30/12/2019,15:05:38,[1],89,"['Clouds', 803, 296.57, 83]"
05:45.8,30/12/2019,15:05:46,[0],75,"['Clouds', 803, 296.52, 83]"
06:17.9,30/12/2019,15:06:18,[0],24,"['Clouds', 803, 296.53, 83]"
07:10.3,30/12/2019,15:07:10,[1],66,"['Clouds', 803, 296.57, 83]"
07:18.5,30/12/2019,15:07:19,[1],29,"['Clouds', 803, 296.57, 83]"
08:32.5,30/12/2019,15:08:33,[1],25,"['Clouds', 803, 296.57, 83]"
08:54.4,30/12/2019,15:08:54,[1],34,"['Clouds', 803, 296.57, 83]"
09:03.4,30/12/2019,15:09:03,[1],76,"['Clouds', 803, 296.57, 83]"
09:16.0,30/12/2019,15:09:16,[0],13,"['Clouds', 803, 296.57, 83]"
09:25.9,30/12/2019,15:09:26,[1],39,"['Clouds', 803, 296.52, 83]"
09:34.1,30/12/2019,15:09:34,[1],7,"['Clouds', 803, 296.52, 83]"
10:05.0,30/12/2019,15:10:05,[1],82,"['Clouds', 803, 296.57, 83]"
10:14.0,30/12/2019,15:10:14,[0],17,"['Clouds', 803, 296.57, 83]"
10:22.6,30/12/2019,15:10:23,[1],83,"['Clouds', 803, 296.57, 83]"
10:29.8,30/12/2019,15:10:30,[0],0,"['Clouds', 803, 296.57, 83]"
10:37.8,30/12/2019,15:10:38,[1],3,"['Clouds', 803, 296.52, 83]"
10:45.9,30/12/2019,15:10:46,[1],37,"['Clouds', 803, 296.52, 83]"
11:07.5,30/12/2019,15:11:07,[0],61,"['Clouds', 803, 296.57, 83]"
11:15.9,30/12/2019,15:11:16,[1],65,"['Clouds', 803, 296.57, 83]"
11:23.9,30/12/2019,15:11:24,[0],96,"['Clouds', 803, 296.57, 83]"
11:32.8,30/12/2019,15:11:33,[1],29,"['Clouds', 803, 296.57, 83]"
11:40.8,30/12/2019,15:11:41,[0],37,"['Clouds', 803, 296.57, 83]"
12:11.9,30/12/2019,15:12:12,[1],10,"['Clouds', 803, 296.52, 83]"
12:58.8,30/12/2019,15:12:59,[0],43,"['Clouds', 803, 296.57, 83]"
13:07.8,30/12/2019,15:13:08,[0],2,"['Clouds', 803, 296.57, 83]"
13:16.7,30/12/2019,15:13:17,[1],12,"['Clouds', 803, 296.57, 83]"
14:47.5,30/12/2019,15:14:47,[1],31,"['Clouds', 803, 296.56, 83]"
15:58.2,30/12/2019,15:15:58,[1],12,"['Clouds', 803, 296.56, 83]"
16:18.0,30/12/2019,15:16:18,[0],33,"['Clouds', 803, 296.56, 83]"
17:10.1,30/12/2019,15:17:10,[1],13,"['Clouds', 803, 296.56, 83]"
17:18.0,30/12/2019,15:17:18,[1],58,"['Clouds', 803, 296.56, 83]"
17:29.9,30/12/2019,15:17:30,[1],5,"['Clouds', 803, 296.57, 83]"
17:50.8,30/12/2019,15:17:51,[1],62,"['Clouds', 803, 296.56, 83]"
18:18.0,30/12/2019,15:18:18,[1],84,"['Clouds', 803, 296.56, 83]"
19:03.2,30/12/2019,15:19:03,[1],59,"['Clouds', 803, 296.56, 83]"
19:13.8,30/12/2019,15:19:14,[0],58,"['Clouds', 803, 296.56, 83]"
20:04.5,30/12/2019,15:20:04,[0],47,"['Clouds', 803, 296.56, 83]"
20:12.3,30/12/2019,15:20:12,[1],8,"['Clouds', 803, 296.56, 83]"
20:20.2,30/12/2019,15:20:20,[0],79,"['Clouds', 803, 296.56, 83]"
20:33.7,30/12/2019,15:20:34,[0],34,"['Clouds', 803, 296.56, 83]"
20:42.8,30/12/2019,15:20:43,[1],30,"['Clouds', 803, 296.56, 83]"
21:02.9,30/12/2019,15:21:03,[0],82,"['Clouds', 803, 296.56, 83]"
21:11.7,30/12/2019,15:21:12,[0],12,"['Clouds', 803, 296.56, 83]"
22:18.0,30/12/2019,15:22:18,[1],52,"['Clouds', 803, 296.56, 83]"
22:46.9,30/12/2019,15:22:47,[0],55,"['Clouds', 803, 296.56, 83]"
22:54.9,30/12/2019,15:22:55,[1],35,"['Clouds', 803, 296.56, 83]"
23:03.1,30/12/2019,15:23:03,[0],87,"['Clouds', 803, 296.56, 83]"
23:18.8,30/12/2019,15:23:19,[0],26,"['Clouds', 803, 296.56, 83]"
24:10.5,30/12/2019,15:24:10,[0],46,"['Clouds', 803, 296.56, 83]"
24:51.4,30/12/2019,15:24:51,[1],53,"['Clouds', 803, 296.56, 83]"
24:59.5,30/12/2019,15:25:00,[1],93,"['Clouds', 803, 296.56, 83]"
25:07.5,30/12/2019,15:25:07,[1],15,"['Clouds', 802, 296.56, 83]"
25:15.5,30/12/2019,15:25:16,[0],25,"['Clouds', 803, 296.56, 83]"
25:23.5,30/12/2019,15:25:23,[1],46,"['Clouds', 802, 296.56, 83]"
26:18.1,30/12/2019,15:26:18,[1],84,"['Clouds', 803, 296.56, 83]"
27:10.4,30/12/2019,15:27:10,[1],14,"['Clouds', 802, 296.56, 83]"
27:18.3,30/12/2019,15:27:18,[0],12,"['Clouds', 802, 296.5, 83]"
27:27.3,30/12/2019,15:27:27,[1],71,"['Clouds', 802, 296.5, 83]"
27:53.5,30/12/2019,15:27:54,[1],96,"['Clouds', 802, 296.5, 83]"
28:03.2,30/12/2019,15:28:03,[1],56,"['Clouds', 802, 296.56, 83]"
28:18.0,30/12/2019,15:28:18,[1],83,"['Clouds', 803, 296.56, 83]"
29:10.4,30/12/2019,15:29:10,[1],100,"['Clouds', 802, 296.5, 83]"
29:18.5,30/12/2019,15:29:18,[0],48,"['Clouds', 802, 296.5, 83]"
29:26.6,30/12/2019,15:29:27,[1],40,"['Clouds', 802, 296.5, 83]"
30:09.9,30/12/2019,15:30:10,[0],50,"['Clouds', 802, 296.56, 83]"
31:18.3,30/12/2019,15:31:18,[1],3,"['Clouds', 802, 296.5, 83]"
31:26.3,30/12/2019,15:31:26,[1],61,"['Clouds', 802, 296.5, 83]"
31:35.1,30/12/2019,15:31:35,[0],18,"['Clouds', 802, 296.5, 83]"
31:43.0,30/12/2019,15:31:43,[1],49,"['Clouds', 802, 296.56, 83]"
32:08.2,30/12/2019,15:32:08,[0],99,"['Clouds', 802, 296.5, 83]"
32:18.2,30/12/2019,15:32:18,[1],3,"['Clouds', 802, 296.56, 83]"
33:06.1,30/12/2019,15:33:06,[0],49,"['Clouds', 802, 296.5, 83]"
33:15.0,30/12/2019,15:33:15,[0],11,"['Clouds', 802, 296.5, 83]"
33:23.5,30/12/2019,15:33:23,[1],16,"['Clouds', 802, 296.5, 83]"
33:33.9,30/12/2019,15:33:34,[1],59,"['Clouds', 802, 296.5, 83]"
34:14.3,30/12/2019,15:34:14,[1],76,"['Clouds', 802, 296.56, 83]"
34:22.5,30/12/2019,15:34:23,[1],4,"['Clouds', 802, 296.55, 83]"
34:31.5,30/12/2019,15:34:32,[0],12,"['Clouds', 802, 296.56, 83]"
34:53.7,30/12/2019,15:34:54,[1],35,"['Clouds', 802, 296.5, 83]"
35:01.9,30/12/2019,15:35:02,[0],94,"['Clouds', 802, 296.55, 83]"
35:09.9,30/12/2019,15:35:10,[0],52,"['Clouds', 802, 296.55, 83]"
35:17.7,30/12/2019,15:35:18,[0],20,"['Clouds', 802, 296.55, 83]"
35:25.6,30/12/2019,15:35:26,[1],86,"['Clouds', 802, 296.5, 83]"
35:52.0,30/12/2019,15:35:52,[0],38,"['Clouds', 802, 296.5, 83]"
36:18.1,30/12/2019,15:36:18,[0],91,"['Clouds', 802, 296.5, 83]"
36:26.5,30/12/2019,15:36:27,[1],17,"['Clouds', 802, 296.5, 83]"
36:54.2,30/12/2019,15:36:54,[1],62,"['Clouds', 802, 296.55, 83]"
37:02.1,30/12/2019,15:37:02,[1],80,"['Clouds', 802, 296.57, 83]"
38:18.0,30/12/2019,15:38:18,[0],4,"['Clouds', 802, 296.57, 83]"
39:05.5,30/12/2019,15:39:06,[1],85,"['Clouds', 802, 296.57, 83]"
39:18.1,30/12/2019,15:39:18,[1],17,"['Clouds', 802, 296.55, 83]"
39:26.3,30/12/2019,15:39:26,[1],55,"['Clouds', 802, 296.55, 83]"
39:34.5,30/12/2019,15:39:34,[0],33,"['Clouds', 802, 296.57, 83]"
40:00.4,30/12/2019,15:40:00,[0],9,"['Clouds', 802, 296.55, 83]"
40:08.4,30/12/2019,15:40:08,[1],100,"['Clouds', 802, 296.57, 83]"
40:16.2,30/12/2019,15:40:16,[1],91,"['Clouds', 802, 296.55, 83]"
40:24.2,30/12/2019,15:40:24,[0],44,"['Clouds', 802, 296.57, 83]"
40:32.2,30/12/2019,15:40:32,[1],70,"['Clouds', 802, 296.57, 83]"
40:40.1,30/12/2019,15:40:40,[1],69,"['Clouds', 802, 296.55, 83]"
40:51.4,30/12/2019,15:40:51,[1],6,"['Clouds', 802, 296.57, 83]"
41:00.3,30/12/2019,15:41:00,[0],86,"['Clouds', 802, 296.57, 83]"
41:10.4,30/12/2019,15:41:10,[1],31,"['Clouds', 802, 296.57, 83]"
41:18.4,30/12/2019,15:41:18,[0],95,"['Clouds', 802, 296.55, 83]"
41:36.8,30/12/2019,15:41:37,[1],14,"['Clouds', 802, 296.55, 83]"
41:44.7,30/12/2019,15:41:45,[1],93,"['Clouds', 802, 296.57, 83]"
42:18.2,30/12/2019,15:42:18,[1],48,"['Clouds', 802, 296.57, 83]"
42:27.5,30/12/2019,15:42:27,[0],7,"['Clouds', 802, 296.57, 83]"
42:36.2,30/12/2019,15:42:36,[1],47,"['Clouds', 802, 296.55, 83]"
43:55.5,30/12/2019,15:43:56,[0],90,"['Clouds', 802, 296.55, 83]"
44:13.8,30/12/2019,15:44:14,[1],64,"['Clouds', 802, 296.57, 83]"
44:22.6,30/12/2019,15:44:23,[1],42,"['Clouds', 802, 296.55, 83]"
45:04.6,30/12/2019,15:45:05,[1],97,"['Clouds', 802, 296.55, 83]"
45:12.5,30/12/2019,15:45:12,[1],62,"['Clouds', 802, 296.57, 83]"
45:20.4,30/12/2019,15:45:20,[1],90,"['Clouds', 802, 296.57, 83]"
45:28.6,30/12/2019,15:45:29,[1],58,"['Clouds', 802, 296.59, 83]"
45:36.5,30/12/2019,15:45:36,[1],64,"['Clouds', 802, 296.57, 83]"
45:44.4,30/12/2019,15:45:44,[1],19,"['Clouds', 802, 296.57, 83]"
45:52.5,30/12/2019,15:45:52,[0],77,"['Clouds', 802, 296.59, 83]"
46:18.1,30/12/2019,15:46:18,[1],81,"['Clouds', 802, 296.59, 83]"
46:36.8,30/12/2019,15:46:37,[1],33,"['Clouds', 802, 296.57, 83]"
46:48.7,30/12/2019,15:46:49,[1],2,"['Clouds', 802, 296.57, 83]"
46:56.6,30/12/2019,15:46:57,[1],49,"['Clouds', 802, 296.59, 83]"
47:03.1,30/12/2019,15:47:03,[1],48,"['Clouds', 802, 296.57, 83]"
47:14.3,30/12/2019,15:47:14,[1],67,"['Clouds', 802, 296.57, 83]"
47:22.5,30/12/2019,15:47:23,[0],73,"['Clouds', 802, 296.57, 83]"
47:30.5,30/12/2019,15:47:31,[1],36,"['Clouds', 802, 296.57, 83]"
48:18.0,30/12/2019,15:48:18,[1],96,"['Clouds', 802, 296.57, 83]"
49:01.4,30/12/2019,15:49:01,[1],5,"['Clouds', 802, 296.59, 83]"
49:09.5,30/12/2019,15:49:10,[0],38,"['Clouds', 802, 296.59, 83]"
49:18.0,30/12/2019,15:49:18,[0],35,"['Clouds', 802, 296.59, 83]"
49:32.1,30/12/2019,15:49:32,[0],30,"['Clouds', 802, 296.59, 83]"
49:40.3,30/12/2019,15:49:40,[1],67,"['Clouds', 802, 296.59, 83]"
50:09.7,30/12/2019,15:50:10,[1],85,"['Clouds', 802, 296.59, 83]"
50:17.6,30/12/2019,15:50:18,[0],17,"['Clouds', 802, 296.59, 83]"
50:25.6,30/12/2019,15:50:26,[1],79,"['Clouds', 802, 296.57, 83]"
50:33.4,30/12/2019,15:50:33,[0],81,"['Clouds', 802, 296.59, 83]"
50:43.2,30/12/2019,15:50:43,[0],42,"['Clouds', 804, 296.53, 83]"
50:51.1,30/12/2019,15:50:51,[0],81,"['Clouds', 802, 296.59, 83]"
50:59.3,30/12/2019,15:50:59,[0],36,"['Clouds', 802, 296.59, 83]"
51:10.4,30/12/2019,15:51:10,[1],68,"['Clouds', 804, 296.53, 83]"
51:25.7,30/12/2019,15:51:26,[1],7,"['Clouds', 802, 296.59, 83]"
51:33.6,30/12/2019,15:51:34,[0],91,"['Clouds', 802, 296.59, 83]"
51:42.0,30/12/2019,15:51:42,[0],49,"['Clouds', 804, 296.53, 83]"
51:57.2,30/12/2019,15:51:57,[0],92,"['Clouds', 802, 296.59, 83]"
52:09.5,30/12/2019,15:52:09,[1],74,"['Clouds', 802, 296.59, 83]"
52:18.4,30/12/2019,15:52:18,[0],93,"['Clouds', 802, 296.59, 83]"
52:42.3,30/12/2019,15:52:42,[0],19,"['Clouds', 804, 296.53, 83]"
53:03.6,30/12/2019,15:53:04,[0],51,"['Clouds', 804, 296.53, 83]"
53:11.9,30/12/2019,15:53:12,[1],24,"['Clouds', 802, 296.59, 83]"
53:20.3,30/12/2019,15:53:20,[1],11,"['Clouds', 802, 296.59, 83]"
53:50.2,30/12/2019,15:53:50,[1],94,"['Clouds', 802, 296.59, 83]"
53:58.3,30/12/2019,15:53:58,[1],49,"['Clouds', 804, 296.53, 83]"
54:18.1,30/12/2019,15:54:18,[1],69,"['Clouds', 802, 296.59, 83]"
55:08.9,30/12/2019,15:55:09,[1],68,"['Clouds', 804, 296.53, 83]"
55:17.1,30/12/2019,15:55:17,[0],84,"['Clouds', 802, 296.59, 83]"
55:24.9,30/12/2019,15:55:25,[1],95,"['Clouds', 802, 296.59, 83]"
55:32.9,30/12/2019,15:55:33,[0],20,"['Clouds', 802, 296.59, 83]"
55:40.7,30/12/2019,15:55:41,[1],90,"['Clouds', 802, 296.59, 83]"
56:18.1,30/12/2019,15:56:18,[1],32,"['Clouds', 802, 296.59, 83]"
57:10.4,30/12/2019,15:57:10,[1],18,"['Clouds', 804, 296.52, 83]"
57:58.1,30/12/2019,15:57:58,[0],90,"['Clouds', 804, 296.53, 83]"
58:06.7,30/12/2019,15:58:07,[0],17,"['Clouds', 802, 296.59, 83]"
58:18.0,30/12/2019,15:58:18,[0],51,"['Clouds', 802, 296.59, 83]"
58:27.9,30/12/2019,15:58:28,[1],17,"['Clouds', 804, 296.52, 83]"
59:10.3,30/12/2019,15:59:10,[1],51,"['Clouds', 802, 296.59, 83]"
59:18.5,30/12/2019,15:59:18,[0],40,"['Clouds', 804, 296.53, 83]"
59:35.5,30/12/2019,15:59:35,[1],9,"['Clouds', 804, 296.53, 83]"
59:44.8,30/12/2019,15:59:45,[1],55,"['Clouds', 804, 296.53, 83]"
00:09.7,30/12/2019,16:00:10,[1],10,"['Clouds', 804, 296.53, 83]"
00:18.0,30/12/2019,16:00:18,[1],58,"['Clouds', 804, 296.52, 83]"
00:26.0,30/12/2019,16:00:26,[0],82,"['Clouds', 804, 296.53, 83]"
00:34.8,30/12/2019,16:00:35,[1],89,"['Clouds', 804, 296.52, 83]"
00:42.8,30/12/2019,16:00:43,[1],39,"['Clouds', 804, 296.52, 83]"
00:55.0,30/12/2019,16:00:55,[1],82,"['Clouds', 804, 296.52, 83]"
01:03.1,30/12/2019,16:01:03,[1],92,"['Clouds', 804, 296.52, 83]"
