,Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather,Weather Type,Weather Code,Temperature,Humidity,Vehicle Type
72,40:50.5,30/12/2019,14:40:50,1,66,"['Clouds', 803, 296.45, 88]",'Clouds', 803, 296.45, 88,['detection error']
73,40:59.1,30/12/2019,14:40:59,0,74,"['Clouds', 803, 296.45, 88]",'Clouds', 803, 296.45, 88,['detection error']
74,41:08.4,30/12/2019,14:41:08,1,63,"['Clouds', 803, 296.45, 88]",'Clouds', 803, 296.45, 88,['detection error']
76,41:29.0,30/12/2019,14:41:29,1,58,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
78,42:08.5,30/12/2019,14:42:08,1,34,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
79,42:18.1,30/12/2019,14:42:18,1,50,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
82,43:07.1,30/12/2019,14:43:07,0,74,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
84,43:27.2,30/12/2019,14:43:27,1,6,"['Clouds', 803, 296.27, 88]",'Clouds', 803, 296.27, 88,['detection error']
90,44:30.0,30/12/2019,14:44:30,0,35,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
91,44:38.1,30/12/2019,14:44:38,1,24,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
94,45:19.5,30/12/2019,14:45:19,0,57,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
98,45:51.5,30/12/2019,14:45:51,1,56,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
100,46:43.2,30/12/2019,14:46:43,0,34,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
101,46:51.4,30/12/2019,14:46:51,0,58,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
103,47:10.2,30/12/2019,14:47:10,1,2,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
104,47:18.3,30/12/2019,14:47:18,1,85,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
105,48:18.0,30/12/2019,14:48:18,1,66,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
107,48:45.4,30/12/2019,14:48:45,0,23,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
110,51:04.5,30/12/2019,14:51:04,0,34,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
112,51:43.2,30/12/2019,14:51:43,1,40,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
113,52:18.0,30/12/2019,14:52:18,1,79,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
116,54:18.1,30/12/2019,14:54:18,1,55,"['Clouds', 803, 296.26, 88]",'Clouds', 803, 296.26, 88,['detection error']
117,55:04.2,30/12/2019,14:55:04,0,40,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
119,56:18.1,30/12/2019,14:56:18,0,87,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
121,58:08.2,30/12/2019,14:58:08,1,7,"['Clouds', 803, 296.52, 83]",'Clouds', 803, 296.52, 83,['detection error']
122,58:18.2,30/12/2019,14:58:18,1,35,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
123,59:07.1,30/12/2019,14:59:07,1,98,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
125,00:05.3,30/12/2019,15:00:05,1,17,"['Clouds', 803, 296.52, 83]",'Clouds', 803, 296.52, 83,['detection error']
126,00:13.3,30/12/2019,15:00:13,1,21,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
127,01:07.1,30/12/2019,15:01:07,1,60,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
128,01:18.1,30/12/2019,15:01:18,1,61,"['Clouds', 803, 296.52, 83]",'Clouds', 803, 296.52, 83,['detection error']
129,02:43.0,30/12/2019,15:02:43,1,5,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
130,02:52.0,30/12/2019,15:02:52,1,97,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
131,03:05.4,30/12/2019,15:03:05,1,97,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
132,03:18.1,30/12/2019,15:03:18,1,48,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
135,04:06.1,30/12/2019,15:04:06,0,5,"['Clouds', 803, 296.52, 83]",'Clouds', 803, 296.52, 83,['detection error']
136,04:14.2,30/12/2019,15:04:14,1,62,"['Clouds', 803, 296.53, 83]",'Clouds', 803, 296.53, 83,['detection error']
144,07:10.3,30/12/2019,15:07:10,1,66,"['Clouds', 803, 296.57, 83]",'Clouds', 803, 296.57, 83,['detection error']
147,08:54.4,30/12/2019,15:08:54,1,34,"['Clouds', 803, 296.57, 83]",'Clouds', 803, 296.57, 83,['detection error']
148,09:03.4,30/12/2019,15:09:03,1,76,"['Clouds', 803, 296.57, 83]",'Clouds', 803, 296.57, 83,['detection error']
151,09:34.1,30/12/2019,15:09:34,1,7,"['Clouds', 803, 296.52, 83]",'Clouds', 803, 296.52, 83,['detection error']
158,11:07.5,30/12/2019,15:11:07,0,61,"['Clouds', 803, 296.57, 83]",'Clouds', 803, 296.57, 83,['detection error']
167,14:47.5,30/12/2019,15:14:47,1,31,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
168,15:58.2,30/12/2019,15:15:58,1,12,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
170,17:10.1,30/12/2019,15:17:10,1,13,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
174,18:18.0,30/12/2019,15:18:18,1,84,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
175,19:03.2,30/12/2019,15:19:03,1,59,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
177,20:04.5,30/12/2019,15:20:04,0,47,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
178,20:12.3,30/12/2019,15:20:12,1,8,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
179,20:20.2,30/12/2019,15:20:20,0,79,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
184,22:18.0,30/12/2019,15:22:18,1,52,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
187,23:03.1,30/12/2019,15:23:03,0,87,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
189,24:10.5,30/12/2019,15:24:10,0,46,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
190,24:51.4,30/12/2019,15:24:51,1,53,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
192,25:07.5,30/12/2019,15:25:07,1,15,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
194,25:23.5,30/12/2019,15:25:23,1,46,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
195,26:18.1,30/12/2019,15:26:18,1,84,"['Clouds', 803, 296.56, 83]",'Clouds', 803, 296.56, 83,['detection error']
196,27:10.4,30/12/2019,15:27:10,1,14,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
197,27:18.3,30/12/2019,15:27:18,0,12,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
198,27:27.3,30/12/2019,15:27:27,1,71,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
200,28:03.2,30/12/2019,15:28:03,1,56,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
202,29:10.4,30/12/2019,15:29:10,1,100,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
203,29:18.5,30/12/2019,15:29:18,0,48,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
206,31:18.3,30/12/2019,15:31:18,1,3,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
207,31:26.3,30/12/2019,15:31:26,1,61,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
208,31:35.1,30/12/2019,15:31:35,0,18,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
209,31:43.0,30/12/2019,15:31:43,1,49,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
210,32:08.2,30/12/2019,15:32:08,0,99,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
211,32:18.2,30/12/2019,15:32:18,1,3,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
212,33:06.1,30/12/2019,15:33:06,0,49,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
213,33:15.0,30/12/2019,15:33:15,0,11,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
214,33:23.5,30/12/2019,15:33:23,1,16,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
216,34:14.3,30/12/2019,15:34:14,1,76,"['Clouds', 802, 296.56, 83]",'Clouds', 802, 296.56, 83,['detection error']
224,35:52.0,30/12/2019,15:35:52,0,38,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
225,36:18.1,30/12/2019,15:36:18,0,91,"['Clouds', 802, 296.5, 83]",'Clouds', 802, 296.5, 83,['detection error']
227,36:54.2,30/12/2019,15:36:54,1,62,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
228,37:02.1,30/12/2019,15:37:02,1,80,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
231,39:18.1,30/12/2019,15:39:18,1,17,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
232,39:26.3,30/12/2019,15:39:26,1,55,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
233,39:34.5,30/12/2019,15:39:34,0,33,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
234,40:00.4,30/12/2019,15:40:00,0,9,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
235,40:08.4,30/12/2019,15:40:08,1,100,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
236,40:16.2,30/12/2019,15:40:16,1,91,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
237,40:24.2,30/12/2019,15:40:24,0,44,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
238,40:32.2,30/12/2019,15:40:32,1,70,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
239,40:40.1,30/12/2019,15:40:40,1,69,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
240,40:51.4,30/12/2019,15:40:51,1,6,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
241,41:00.3,30/12/2019,15:41:00,0,86,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
242,41:10.4,30/12/2019,15:41:10,1,31,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
243,41:18.4,30/12/2019,15:41:18,0,95,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
246,42:18.2,30/12/2019,15:42:18,1,48,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
247,42:27.5,30/12/2019,15:42:27,0,7,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
248,42:36.2,30/12/2019,15:42:36,1,47,"['Clouds', 802, 296.55, 83]",'Clouds', 802, 296.55, 83,['detection error']
253,45:12.5,30/12/2019,15:45:12,1,62,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
254,45:20.4,30/12/2019,15:45:20,1,90,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
256,45:36.5,30/12/2019,15:45:36,1,64,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
257,45:44.4,30/12/2019,15:45:44,1,19,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
258,45:52.5,30/12/2019,15:45:52,0,77,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
259,46:18.1,30/12/2019,15:46:18,1,81,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
263,47:03.1,30/12/2019,15:47:03,1,48,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
264,47:14.3,30/12/2019,15:47:14,1,67,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
267,48:18.0,30/12/2019,15:48:18,1,96,"['Clouds', 802, 296.57, 83]",'Clouds', 802, 296.57, 83,['detection error']
268,49:01.4,30/12/2019,15:49:01,1,5,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
270,49:18.0,30/12/2019,15:49:18,0,35,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
271,49:32.1,30/12/2019,15:49:32,0,30,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
272,49:40.3,30/12/2019,15:49:40,1,67,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
276,50:33.4,30/12/2019,15:50:33,0,81,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
277,50:43.2,30/12/2019,15:50:43,0,42,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
278,50:51.1,30/12/2019,15:50:51,0,81,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
279,50:59.3,30/12/2019,15:50:59,0,36,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
280,51:10.4,30/12/2019,15:51:10,1,68,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
284,51:57.2,30/12/2019,15:51:57,0,92,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
285,52:09.5,30/12/2019,15:52:09,1,74,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
286,52:18.4,30/12/2019,15:52:18,0,93,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
287,52:42.3,30/12/2019,15:52:42,0,19,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
290,53:20.3,30/12/2019,15:53:20,1,11,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
291,53:50.2,30/12/2019,15:53:50,1,94,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
292,53:58.3,30/12/2019,15:53:58,1,49,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
293,54:18.1,30/12/2019,15:54:18,1,69,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
295,55:17.1,30/12/2019,15:55:17,0,84,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
299,56:18.1,30/12/2019,15:56:18,1,32,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
300,57:10.4,30/12/2019,15:57:10,1,18,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,['detection error']
301,57:58.1,30/12/2019,15:57:58,0,90,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
305,59:10.3,30/12/2019,15:59:10,1,51,"['Clouds', 802, 296.59, 83]",'Clouds', 802, 296.59, 83,['detection error']
306,59:18.5,30/12/2019,15:59:18,0,40,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
307,59:35.5,30/12/2019,15:59:35,1,9,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,['detection error']
309,00:09.7,30/12/2019,16:00:10,1,10,"['Clouds', 804, 296.53, 83]",'Clouds', 804, 296.53, 83,[]
315,01:03.1,30/12/2019,16:01:03,1,92,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'uncertain', 'pedestrian']"
316,01:17.1,30/12/2019,16:01:17,0,93,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'pedestrian', 'car']"
317,01:27.5,30/12/2019,16:01:27,1,51,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['pedestrian', 'pedestrian']"
318,01:36.2,30/12/2019,16:01:36,1,85,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['pedestrian', 'uncertain']"
319,02:18.1,30/12/2019,16:02:18,1,87,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,['detection error']
324,03:17.4,30/12/2019,16:03:17,1,13,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'car']"
325,03:52.1,30/12/2019,16:03:52,1,39,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'car']"
328,04:18.1,30/12/2019,16:04:18,0,82,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,['detection error']
329,05:06.5,30/12/2019,16:05:06,1,36,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,['detection error']
330,05:14.4,30/12/2019,16:05:14,1,48,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'car']"
331,05:22.4,30/12/2019,16:05:22,1,46,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['pedestrian', 'pedestrian']"
335,09:01.4,30/12/2019,16:09:01,0,78,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,"['uncertain', 'car']"
336,09:09.4,30/12/2019,16:09:09,0,54,"['Clouds', 804, 296.52, 83]",'Clouds', 804, 296.52, 83,"['uncertain', 'uncertain', 'car']"
337,09:18.1,30/12/2019,16:09:18,1,46,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
341,10:53.3,30/12/2019,16:10:53,0,32,"['Clouds', 804, 296.51, 83]",'Clouds', 804, 296.51, 83,['detection error']
343,11:10.1,30/12/2019,16:11:10,1,47,"['Clouds', 804, 296.51, 83]",'Clouds', 804, 296.51, 83,"['uncertain', 'uncertain', 'pedestrian', 'pedestrian', 'pedestrian']"
344,11:18.0,30/12/2019,16:11:18,0,41,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
345,12:18.2,30/12/2019,16:12:18,1,79,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
347,13:10.5,30/12/2019,16:13:10,0,3,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,"['uncertain', 'car', 'uncertain']"
348,13:18.4,30/12/2019,16:13:18,1,77,"['Clouds', 804, 296.51, 83]",'Clouds', 804, 296.51, 83,"['pedestrian', 'pedestrian', 'pedestrian', 'pedestrian', 'uncertain']"
349,13:26.4,30/12/2019,16:13:26,0,30,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,"['uncertain', 'car', 'uncertain']"
350,14:18.2,30/12/2019,16:14:18,0,86,"['Clouds', 804, 296.51, 83]",'Clouds', 804, 296.51, 83,['detection error']
351,14:28.3,30/12/2019,16:14:28,0,7,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
355,17:18.2,30/12/2019,16:17:18,0,16,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
356,17:45.1,30/12/2019,16:17:45,1,93,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
357,17:54.4,30/12/2019,16:17:54,0,35,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
358,18:02.3,30/12/2019,16:18:02,1,64,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
359,18:18.1,30/12/2019,16:18:18,1,67,"['Clouds', 804, 296.51, 83]",'Clouds', 804, 296.51, 83,['detection error']
364,21:13.1,30/12/2019,16:21:13,1,49,"['Clouds', 804, 296.5, 83]",'Clouds', 804, 296.5, 83,['detection error']
365,21:21.1,30/12/2019,16:21:21,1,91,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
366,22:18.0,30/12/2019,16:22:18,1,31,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
368,23:18.1,30/12/2019,16:23:18,1,68,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
369,23:28.3,30/12/2019,16:23:28,0,39,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
370,23:37.1,30/12/2019,16:23:37,1,74,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
371,24:18.1,30/12/2019,16:24:18,1,44,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
372,25:26.2,30/12/2019,16:25:26,1,81,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
378,27:20.4,30/12/2019,16:27:20,0,78,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
379,27:29.3,30/12/2019,16:27:29,1,14,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
380,27:37.1,30/12/2019,16:27:37,1,13,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
381,27:45.4,30/12/2019,16:27:45,0,99,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
382,28:13.3,30/12/2019,16:28:13,0,8,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
384,28:52.2,30/12/2019,16:28:52,1,85,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
385,29:00.3,30/12/2019,16:29:00,1,81,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
386,29:10.3,30/12/2019,16:29:10,0,18,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
387,29:18.3,30/12/2019,16:29:18,1,36,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
388,29:26.3,30/12/2019,16:29:26,1,50,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
389,29:34.4,30/12/2019,16:29:34,0,11,"['Clouds', 803, 296.44, 83]",'Clouds', 803, 296.44, 83,['detection error']
390,29:43.1,30/12/2019,16:29:43,0,2,"['Clouds', 804, 296.49, 83]",'Clouds', 804, 296.49, 83,['detection error']
